2007-03-01  3.29
2007-03-02  3.07
2007-03-03  1.50
2007-03-04  1.50
2007-03-06  1.50
2007-03-07  1.50
2007-03-08  3.28
2007-03-09  1.87
2007-03-10  1.87
2007-03-11  1.87
2007-03-12  1.87
2007-03-13  1.87
2007-03-14  1.87
2007-03-15  1.87
2007-03-16  1.87
2007-03-17  2.78
2007-03-18  2.45
2007-03-19  2.45
2007-03-22  2.45
2007-03-23  2.45
2007-03-24  2.45
2007-03-25  2.45
2007-03-26  2.45
2007-03-27  2.45
2007-03-28  2.45
2007-03-29  2.45
2007-03-30  2.45
2007-03-31  2.45
2007-04-01  2.45
2007-04-02  2.45
2007-04-05  2.45
2007-04-06  2.45
2007-04-07  2.45
2007-04-08  2.45
2007-04-09  2.45
2007-04-10  2.45
2007-04-11  2.45
2007-04-12  2.45
2007-04-13  2.45
2007-04-14  2.45
2007-04-15  2.45
2007-04-16  2.45
2007-04-17  2.45
2007-04-19  2.45
2007-04-20  2.45
2007-04-21  2.45
2007-04-22  2.45
2007-04-23  2.45
2007-04-24  2.45
2007-04-25  2.45
2007-04-28  2.45
2007-04-29  2.45
2007-04-30  2.45
2007-05-01  2.45
2007-05-02  2.45
2007-05-03  2.45
2007-05-04  2.45
2007-05-05  2.45
2007-05-06  2.45
2007-05-07  2.45
2007-05-08  2.45
2007-05-09  2.45
2007-05-12  2.45
2007-05-13  2.45
2007-05-14  2.45
2007-05-19  1.59
2007-05-20  1.59
2007-05-21  1.59
2007-05-22  1.59
2007-05-23  1.59
2007-05-24  1.59
2007-05-25  1.59
2007-05-26  1.59
2007-05-27  1.59
2007-05-28  1.59
2007-05-29  1.59
2007-05-30  1.59
2007-05-31  1.59
2007-06-01  1.59
2007-06-02  1.59
2007-06-03  1.59
2007-06-04  1.59
2007-06-05  1.59
2007-06-06  1.59
2007-06-09  1.59
2007-06-13  1.59
2007-06-14  1.59
2007-06-15  1.59
2007-06-16  1.59
2007-06-17  1.59
2007-06-18  1.59
2007-06-19  1.59
2007-06-20  1.59
2007-06-23  1.59
2007-06-24  1.59
2007-06-25  1.59
2007-06-26  1.59
2007-06-27  1.59
2007-06-28  1.59
2007-06-29  1.59
2007-06-30  1.59
2007-07-01  1.59
2007-07-02  1.59
2007-07-03  1.59
2007-07-04  1.59
2007-07-07  1.59
2007-07-08  1.59
2007-07-09  1.59
2007-07-10  1.59
2007-07-11  1.59
2007-07-12  1.59
2007-07-13  1.59
2007-07-14  1.59
2007-07-15  1.59
2007-07-16  1.59
2007-07-17  1.59
2007-07-18  1.59
2007-07-19  1.59
2007-07-21  1.59
2007-07-22  1.59
2007-07-23  1.59
2007-07-24  1.59
2007-07-25  1.59
2007-07-26  1.59
2007-07-27  1.59
2007-07-28  1.59
2007-07-29  1.59
2007-07-30  1.59
2007-07-31  1.59
2007-08-01  1.59
2007-08-02  1.59
2007-08-03  1.59
2007-08-04  1.59
2007-08-05  1.59
2007-08-06  1.59
2007-08-07  1.59
2007-08-08  1.59
2007-08-09  1.59
2007-08-11  1.59
2007-08-12  1.59
2007-08-13  1.59
2007-08-14  1.59
2007-08-15  1.59
2007-08-18  1.59
2007-08-19  1.59
2007-08-20  1.59
2007-08-21  1.59
2007-08-22  1.59
2007-08-23  1.59
2007-08-24  1.59
2007-08-25  1.59
2007-09-04  1.59
2007-09-05  1.59
2007-09-06  1.59
2007-09-07  1.59
2007-09-08  1.59
2007-09-09  1.59
2007-09-10  1.59
2007-09-11  1.59
2007-09-12  1.59
2007-09-13  1.59
2007-09-14  1.59
2007-09-15  1.59
2007-09-16  1.59
2007-09-17  1.59
2007-09-18  1.59
2007-09-19  1.59
2007-09-20  1.59
2007-09-21  1.59
2007-09-22  1.59
2007-09-23  1.59
2007-09-24  1.59
2007-09-25  1.59
2007-09-26  1.59
2007-09-27  1.59
2007-09-28  1.59
2007-09-29  1.59
2007-09-30  1.59
2007-10-01  1.59
2007-10-02  1.59
2007-10-03  1.59
2007-10-04  1.59
2007-10-05  1.59
2007-10-06  1.59
2007-10-07  1.59
2007-10-08  1.59
2007-10-09  1.59
2007-10-10  1.59
2007-10-12  1.59
2007-10-13  1.59
2007-10-14  1.59
2007-10-15  1.59
2007-10-16  1.59
2007-10-17  1.59
2007-10-18  2.00
2007-10-19  2.00
